"date","ID","log_GDP_gap"
"DK-2011-04-01","2011-04-01","DK",0.0331216215598555
"DK-2011-07-01","2011-07-01","DK",0.0252951076794687
"DK-2011-10-01","2011-10-01","DK",0.0382151275440297
"DK-2012-01-01","2012-01-01","DK",0.0423937564754073
"DK-2012-04-01","2012-04-01","DK",0.0481204863631906
"DK-2012-07-01","2012-07-01","DK",0.0541373459355778
"DK-2012-10-01","2012-10-01","DK",0.0577059094390933
"DK-2013-01-01","2013-01-01","DK",0.0686266711872818
"DK-2013-04-01","2013-04-01","DK",0.0747838749098122
"DK-2013-07-01","2013-07-01","DK",0.0866348987618402
"DK-2013-10-01","2013-10-01","DK",0.0943041403541187
"DK-2014-01-01","2014-01-01","DK",0.102621382318691
"DK-2014-04-01","2014-04-01","DK",0.107815351470601
"DK-2014-07-01","2014-07-01","DK",0.130470148181571
"DK-2014-10-01","2014-10-01","DK",0.140241425854887
"DK-2015-01-01","2015-01-01","DK",0.153394712297473
"DK-2015-04-01","2015-04-01","DK",0.164532527587188
"DK-2015-07-01","2015-07-01","DK",0.174160057681211
"DK-2015-10-01","2015-10-01","DK",0.183145778450571
"DK-2016-01-01","2016-01-01","DK",0.195288973439341
"DK-2016-04-01","2016-04-01","DK",0.216179049825667
"DK-2016-07-01","2016-07-01","DK",0.226384772001058
"DK-2016-10-01","2016-10-01","DK",0.242579683296791
"DK-2017-01-01","2017-01-01","DK",0.273195735365627
"DK-2017-04-01","2017-04-01","DK",0.266956839814394
"DK-2017-07-01","2017-07-01","DK",0.266389700212706
"DK-2017-10-01","2017-10-01","DK",0.283160625024122
"DK-2018-01-01","2018-01-01","DK",0.299513264398108
"DK-2018-04-01","2018-04-01","DK",0.311443179646536
"DK-2018-07-01","2018-07-01","DK",0.325118210692899
"DK-2018-10-01","2018-10-01","DK",0.341329157670051
"DK-2019-01-01","2019-01-01","DK",0.353180672790266
"DK-2019-04-01","2019-04-01","DK",0.370547081918405
"DK-2019-07-01","2019-07-01","DK",0.382255390086799
"ES-1999-01-01","1999-01-01","ES",-0.560800202841351
"ES-1999-04-01","1999-04-01","ES",-0.540138670924756
"ES-1999-07-01","1999-07-01","ES",-0.517995616857617
"ES-1999-10-01","1999-10-01","ES",-0.497723456042106
"ES-2000-01-01","2000-01-01","ES",-0.472809482849692
"ES-2000-04-01","2000-04-01","ES",-0.451275370508803
"ES-2000-07-01","2000-07-01","ES",-0.43140981690081
"ES-2000-10-01","2000-10-01","ES",-0.411988241559593
"ES-2001-01-01","2001-01-01","ES",-0.392219846838101
"ES-2001-04-01","2001-04-01","ES",-0.375612911421387
"ES-2001-07-01","2001-07-01","ES",-0.357056476827077
"ES-2001-10-01","2001-10-01","ES",-0.340844313389407
"ES-2002-01-01","2002-01-01","ES",-0.327241756306218
"ES-2002-04-01","2002-04-01","ES",-0.309726279842657
"ES-2002-07-01","2002-07-01","ES",-0.294135254859292
"ES-2002-10-01","2002-10-01","ES",-0.27706059754086
"ES-2003-01-01","2003-01-01","ES",-0.258244364615583
"ES-2003-04-01","2003-04-01","ES",-0.243433278557502
"ES-2003-07-01","2003-07-01","ES",-0.227178150128125
"ES-2003-10-01","2003-10-01","ES",-0.208812189635079
"ES-2004-01-01","2004-01-01","ES",-0.192958283683279
"ES-2004-04-01","2004-04-01","ES",-0.173302590186406
"ES-2004-07-01","2004-07-01","ES",-0.153908616076841
"ES-2004-10-01","2004-10-01","ES",-0.13694544008726
"ES-2005-01-01","2005-01-01","ES",-0.116967304756448
"ES-2005-04-01","2005-04-01","ES",-0.0977935264277257
"ES-2005-07-01","2005-07-01","ES",-0.0776389686897083
"ES-2005-10-01","2005-10-01","ES",-0.0568705061032286
"ES-2006-01-01","2006-01-01","ES",-0.0346432484830963
"ES-2006-04-01","2006-04-01","ES",-0.0139852586199893
"ES-2006-07-01","2006-07-01","ES",0.00645785195820991
"ES-2006-10-01","2006-10-01","ES",0.0274143932578514
"ES-2007-01-01","2007-01-01","ES",0.0481119881966965
"ES-2007-04-01","2007-04-01","ES",0.0688408744484867
"ES-2007-07-01","2007-07-01","ES",0.0885110045645945
"ES-2007-10-01","2007-10-01","ES",0.107186546808073
"ES-2008-01-01","2008-01-01","ES",0.121855826121557
"ES-2008-04-01","2008-04-01","ES",0.135718017811376
"ES-2008-07-01","2008-07-01","ES",0.146911251051353
"ES-2008-10-01","2008-10-01","ES",0.14395119590149
"ES-2009-01-01","2009-01-01","ES",0.131146675462446
"ES-2009-04-01","2009-04-01","ES",0.144928344009317
"ES-2009-07-01","2009-07-01","ES",0.161228369965471
"ES-2009-10-01","2009-10-01","ES",0.17552480947613
"ES-2010-01-01","2010-01-01","ES",0.190060354856724
"ES-2010-04-01","2010-04-01","ES",0.206700241789045
"ES-2010-07-01","2010-07-01","ES",0.22166139882426
"ES-2010-10-01","2010-10-01","ES",0.238141877430373
"ES-2011-01-01","2011-01-01","ES",0.252733207125006
"ES-2011-04-01","2011-04-01","ES",0.266059196227848
"ES-2011-07-01","2011-07-01","ES",0.276409227219025
"ES-2011-10-01","2011-10-01","ES",0.287110114076871
"ES-2012-01-01","2012-01-01","ES",0.295260823652177
"ES-2012-04-01","2012-04-01","ES",0.303529294675103
"ES-2012-07-01","2012-07-01","ES",0.316709227438702
"ES-2012-10-01","2012-10-01","ES",0.327706647985904
"ES-2013-01-01","2013-01-01","ES",0.343521786335494
"ES-2013-04-01","2013-04-01","ES",0.362025647375322
"ES-2013-07-01","2013-07-01","ES",0.381218208447159
"ES-2013-10-01","2013-10-01","ES",0.402981288091603
"ES-2014-01-01","2014-01-01","ES",0.427101948160114
"ES-2014-04-01","2014-04-01","ES",0.452528019714197
"ES-2014-07-01","2014-07-01","ES",0.481048988327245
"ES-2014-10-01","2014-10-01","ES",0.511081871581304
"ES-2015-01-01","2015-01-01","ES",0.544308138570324
"ES-2015-04-01","2015-04-01","ES",0.577115165623566
"ES-2015-07-01","2015-07-01","ES",0.608620832748176
"ES-2015-10-01","2015-10-01","ES",0.641009447275133
"ES-2016-01-01","2016-01-01","ES",0.670792315542764
"ES-2016-04-01","2016-04-01","ES",0.69827627697253
"ES-2016-07-01","2016-07-01","ES",0.730659103646728
"ES-2016-10-01","2016-10-01","ES",0.759079297280875
"ES-2017-01-01","2017-01-01","ES",0.790595000856996
"ES-2017-04-01","2017-04-01","ES",0.825010590804872
"ES-2017-07-01","2017-07-01","ES",0.854682449389575
"ES-2017-10-01","2017-10-01","ES",0.886055421470351
"ES-2018-01-01","2018-01-01","ES",0.915571286737467
"ES-2018-04-01","2018-04-01","ES",0.945700587871462
"ES-2018-07-01","2018-07-01","ES",0.975446483311742
"ES-2018-10-01","2018-10-01","ES",1.00578160372029
"ES-2019-01-01","2019-01-01","ES",1.0359667506067
"ES-2019-04-01","2019-04-01","ES",1.06464657548134
"ES-2019-07-01","2019-07-01","ES",1.09351402530185
"FI-1999-01-01","1999-01-01","FI",-0.961157541895041
"FI-1999-04-01","1999-04-01","FI",-0.929364375782489
"FI-1999-07-01","1999-07-01","FI",-0.902287952159035
"FI-1999-10-01","1999-10-01","FI",-0.863764229290737
"FI-2000-01-01","2000-01-01","FI",-0.810238349687777
"FI-2000-04-01","2000-04-01","FI",-0.786794180141934
"FI-2000-07-01","2000-07-01","FI",-0.749111215053201
"FI-2000-10-01","2000-10-01","FI",-0.715883514544428
"FI-2001-01-01","2001-01-01","FI",-0.684948379261726
"FI-2001-04-01","2001-04-01","FI",-0.668206979147342
"FI-2001-07-01","2001-07-01","FI",-0.640100752032948
"FI-2001-10-01","2001-10-01","FI",-0.622901670997971
"FI-2002-01-01","2002-01-01","FI",-0.598209811094849
"FI-2002-04-01","2002-04-01","FI",-0.565839048777923
"FI-2002-07-01","2002-07-01","FI",-0.550784856226263
"FI-2002-10-01","2002-10-01","FI",-0.52557483499853
"FI-2003-01-01","2003-01-01","FI",-0.517620515344628
"FI-2003-04-01","2003-04-01","FI",-0.485204045322634
"FI-2003-07-01","2003-07-01","FI",-0.45426226264575
"FI-2003-10-01","2003-10-01","FI",-0.437730022785328
"FI-2004-01-01","2004-01-01","FI",-0.415854660272769
"FI-2004-04-01","2004-04-01","FI",-0.391683415985195
"FI-2004-07-01","2004-07-01","FI",-0.37089273283177
"FI-2004-10-01","2004-10-01","FI",-0.339675572503303
"FI-2005-01-01","2005-01-01","FI",-0.330373091406589
"FI-2005-04-01","2005-04-01","FI",-0.314573502417431
"FI-2005-07-01","2005-07-01","FI",-0.302112566361382
"FI-2005-10-01","2005-10-01","FI",-0.291183417421362
"FI-2006-01-01","2006-01-01","FI",-0.256385202513938
"FI-2006-04-01","2006-04-01","FI",-0.250559669905375
"FI-2006-07-01","2006-07-01","FI",-0.236252087133749
"FI-2006-10-01","2006-10-01","FI",-0.220475619363853
"FI-2007-01-01","2007-01-01","FI",-0.196920921376837
"FI-2007-04-01","2007-04-01","FI",-0.180725210755829
"FI-2007-07-01","2007-07-01","FI",-0.169073173377161
"FI-2007-10-01","2007-10-01","FI",-0.149061461525912
"FI-2008-01-01","2008-01-01","FI",-0.153170481094955
"FI-2008-04-01","2008-04-01","FI",-0.157833314925071
"FI-2008-07-01","2008-07-01","FI",-0.16520215876236
"FI-2008-10-01","2008-10-01","FI",-0.182813360039306
"FI-2009-01-01","2009-01-01","FI",-0.254347063721347
"FI-2009-04-01","2009-04-01","FI",-0.262852084394801
"FI-2009-07-01","2009-07-01","FI",-0.260416672867104
"FI-2009-10-01","2009-10-01","FI",-0.271180125304815
"FI-2010-01-01","2010-01-01","FI",-0.270465273252739
"FI-2010-04-01","2010-04-01","FI",-0.251646730809862
"FI-2010-07-01","2010-07-01","FI",-0.261663157511684
"FI-2010-10-01","2010-10-01","FI",-0.250382247515445
"FI-2011-01-01","2011-01-01","FI",-0.256933142006501
"FI-2011-04-01","2011-04-01","FI",-0.271108340882485
"FI-2011-07-01","2011-07-01","FI",-0.280320200840134
"FI-2011-10-01","2011-10-01","FI",-0.292289794826939
"FI-2012-01-01","2012-01-01","FI",-0.306508480690109
"FI-2012-04-01","2012-04-01","FI",-0.339604804144335
"FI-2012-07-01","2012-07-01","FI",-0.356946050685718
"FI-2012-10-01","2012-10-01","FI",-0.378225324112634
"FI-2013-01-01","2013-01-01","FI",-0.398504124864575
"FI-2013-04-01","2013-04-01","FI",-0.412696295471003
"FI-2013-07-01","2013-07-01","FI",-0.43004245652658
"FI-2013-10-01","2013-10-01","FI",-0.456340778182259
"FI-2014-01-01","2014-01-01","FI",-0.47726736413841
"FI-2014-04-01","2014-04-01","FI",-0.503454318664161
"FI-2014-07-01","2014-07-01","FI",-0.520530853231893
"FI-2014-10-01","2014-10-01","FI",-0.543475936964043
"FI-2015-01-01","2015-01-01","FI",-0.572463462538211
"FI-2015-04-01","2015-04-01","FI",-0.588926890707002
"FI-2015-07-01","2015-07-01","FI",-0.610321356234481
"FI-2015-10-01","2015-10-01","FI",-0.63077263578997
"FI-2016-01-01","2016-01-01","FI",-0.652627259075311
"FI-2016-04-01","2016-04-01","FI",-0.666980701361776
"FI-2016-07-01","2016-07-01","FI",-0.688827485837438
"FI-2016-10-01","2016-10-01","FI",-0.715305331253166
"FI-2017-01-01","2017-01-01","FI",-0.729864240939433
"FI-2017-04-01","2017-04-01","FI",-0.75641732433518
"FI-2017-07-01","2017-07-01","FI",-0.780374452396854
"FI-2017-10-01","2017-10-01","FI",-0.799255391721772
"FI-2018-01-01","2018-01-01","FI",-0.826332376213569
"FI-2018-04-01","2018-04-01","FI",-0.857246493716504
"FI-2018-07-01","2018-07-01","FI",-0.889600131863247
"FI-2018-10-01","2018-10-01","FI",-0.91857451075567
"FI-2019-01-01","2019-01-01","FI",-0.947762245978568
"FI-2019-04-01","2019-04-01","FI",-0.971880973225995
"FI-2019-07-01","2019-07-01","FI",-0.99929537689213
"FR-1999-01-01","1999-01-01","FR",1.05774399899233
"FR-1999-04-01","1999-04-01","FR",1.03345909856028
"FR-1999-07-01","1999-07-01","FR",1.01288040026595
"FR-1999-10-01","1999-10-01","FR",0.99394131523225
"FR-2000-01-01","2000-01-01","FR",0.971015885697327
"FR-2000-04-01","2000-04-01","FR",0.948204314567345
"FR-2000-07-01","2000-07-01","FR",0.922715876935845
"FR-2000-10-01","2000-10-01","FR",0.899035521614637
"FR-2001-01-01","2001-01-01","FR",0.873053102902
"FR-2001-04-01","2001-04-01","FR",0.843084848951891
"FR-2001-07-01","2001-07-01","FR",0.816046580903491
"FR-2001-10-01","2001-10-01","FR",0.785915035242867
"FR-2002-01-01","2002-01-01","FR",0.758605054431458
"FR-2002-04-01","2002-04-01","FR",0.734394769815209
"FR-2002-07-01","2002-07-01","FR",0.708898641769377
"FR-2002-10-01","2002-10-01","FR",0.680700878501195
"FR-2003-01-01","2003-01-01","FR",0.653751416225317
"FR-2003-04-01","2003-04-01","FR",0.62403283705879
"FR-2003-07-01","2003-07-01","FR",0.603839590930349
"FR-2003-10-01","2003-10-01","FR",0.585056033196697
"FR-2004-01-01","2004-01-01","FR",0.567791909773275
"FR-2004-04-01","2004-04-01","FR",0.549075457742868
"FR-2004-07-01","2004-07-01","FR",0.52788104014205
"FR-2004-10-01","2004-10-01","FR",0.511140569679638
"FR-2005-01-01","2005-01-01","FR",0.49010759861504
"FR-2005-04-01","2005-04-01","FR",0.46913530560664
"FR-2005-07-01","2005-07-01","FR",0.451875862498468
"FR-2005-10-01","2005-10-01","FR",0.437575881228474
"FR-2006-01-01","2006-01-01","FR",0.424779264465366
"FR-2006-04-01","2006-04-01","FR",0.414636141305705
"FR-2006-07-01","2006-07-01","FR",0.395000183520382
"FR-2006-10-01","2006-10-01","FR",0.383535285385399
"FR-2007-01-01","2007-01-01","FR",0.373077912357335
"FR-2007-04-01","2007-04-01","FR",0.363146960607281
"FR-2007-07-01","2007-07-01","FR",0.349842338194561
"FR-2007-10-01","2007-10-01","FR",0.335781517188426
"FR-2008-01-01","2008-01-01","FR",0.324581817234435
"FR-2008-04-01","2008-04-01","FR",0.305295911271971
"FR-2008-07-01","2008-07-01","FR",0.287795810584996
"FR-2008-10-01","2008-10-01","FR",0.259775690919115
"FR-2009-01-01","2009-01-01","FR",0.230071710846397
"FR-2009-04-01","2009-04-01","FR",0.216963450830852
"FR-2009-07-01","2009-07-01","FR",0.207076064030103
"FR-2009-10-01","2009-10-01","FR",0.20280278023796
"FR-2010-01-01","2010-01-01","FR",0.195990789721634
"FR-2010-04-01","2010-04-01","FR",0.191471891994267
"FR-2010-07-01","2010-07-01","FR",0.188166426254213
"FR-2010-10-01","2010-10-01","FR",0.186349343307082
"FR-2011-01-01","2011-01-01","FR",0.188446573158846
"FR-2011-04-01","2011-04-01","FR",0.181681746843926
"FR-2011-07-01","2011-07-01","FR",0.177067678122038
"FR-2011-10-01","2011-10-01","FR",0.173223821140107
"FR-2012-01-01","2012-01-01","FR",0.167988108883392
"FR-2012-04-01","2012-04-01","FR",0.160945739071002
"FR-2012-07-01","2012-07-01","FR",0.158020917419721
"FR-2012-10-01","2012-10-01","FR",0.15286548432085
"FR-2013-01-01","2013-01-01","FR",0.14847106321041
"FR-2013-04-01","2013-04-01","FR",0.151913150418792
"FR-2013-07-01","2013-07-01","FR",0.148970574036602
"FR-2013-10-01","2013-10-01","FR",0.150876059469498
"FR-2014-01-01","2014-01-01","FR",0.149417742271659
"FR-2014-04-01","2014-04-01","FR",0.14937422530717
"FR-2014-07-01","2014-07-01","FR",0.152881701558691
"FR-2014-10-01","2014-10-01","FR",0.152666238948957
"FR-2015-01-01","2015-01-01","FR",0.156491547358227
"FR-2015-04-01","2015-04-01","FR",0.155785354030908
"FR-2015-07-01","2015-07-01","FR",0.160193234698168
"FR-2015-10-01","2015-10-01","FR",0.162463123113223
"FR-2016-01-01","2016-01-01","FR",0.169303414932301
"FR-2016-04-01","2016-04-01","FR",0.167276293485589
"FR-2016-07-01","2016-07-01","FR",0.170920381660023
"FR-2016-10-01","2016-10-01","FR",0.178165858739161
"FR-2017-01-01","2017-01-01","FR",0.187773025293154
"FR-2017-04-01","2017-04-01","FR",0.196391877345164
"FR-2017-07-01","2017-07-01","FR",0.20535420783693
"FR-2017-10-01","2017-10-01","FR",0.214641874838781
"FR-2018-01-01","2018-01-01","FR",0.219031880568949
"FR-2018-04-01","2018-04-01","FR",0.223187736351942
"FR-2018-07-01","2018-07-01","FR",0.228931602762819
"FR-2018-10-01","2018-10-01","FR",0.235805863790496
"FR-2019-01-01","2019-01-01","FR",0.241021739482461
"FR-2019-04-01","2019-04-01","FR",0.246941252559884
"FR-2019-07-01","2019-07-01","FR",0.25194374491079
"GB-1999-01-01","1999-01-01","GB",-0.293649518039803
"GB-1999-04-01","1999-04-01","GB",-0.289243658816048
"GB-1999-07-01","1999-07-01","GB",-0.26877144251883
"GB-1999-10-01","1999-10-01","GB",-0.252332294940988
"GB-2000-01-01","2000-01-01","GB",-0.242752389932534
"GB-2000-04-01","2000-04-01","GB",-0.235347659971941
"GB-2000-07-01","2000-07-01","GB",-0.230983422758744
"GB-2000-10-01","2000-10-01","GB",-0.227987795471522
"GB-2001-01-01","2001-01-01","GB",-0.21259413106559
"GB-2001-04-01","2001-04-01","GB",-0.203328106595027
"GB-2001-07-01","2001-07-01","GB",-0.194732772912896
"GB-2001-10-01","2001-10-01","GB",-0.190664073874622
"GB-2002-01-01","2002-01-01","GB",-0.186197438918427
"GB-2002-04-01","2002-04-01","GB",-0.181432617356814
"GB-2002-07-01","2002-07-01","GB",-0.174470065952121
"GB-2002-10-01","2002-10-01","GB",-0.166927540027132
"GB-2003-01-01","2003-01-01","GB",-0.161712750606624
"GB-2003-04-01","2003-04-01","GB",-0.154202853205064
"GB-2003-07-01","2003-07-01","GB",-0.146183642249454
"GB-2003-10-01","2003-10-01","GB",-0.1404488080041
"GB-2004-01-01","2004-01-01","GB",-0.138155801724
"GB-2004-04-01","2004-04-01","GB",-0.138186920071917
"GB-2004-07-01","2004-07-01","GB",-0.140621580131759
"GB-2004-10-01","2004-10-01","GB",-0.141932623906735
"GB-2005-01-01","2005-01-01","GB",-0.138678284690615
"GB-2005-04-01","2005-04-01","GB",-0.131970300980234
"GB-2005-07-01","2005-07-01","GB",-0.126840174345016
"GB-2005-10-01","2005-10-01","GB",-0.118708994878729
"GB-2006-01-01","2006-01-01","GB",-0.122055895910568
"GB-2006-04-01","2006-04-01","GB",-0.127464506392707
"GB-2006-07-01","2006-07-01","GB",-0.134959261157775
"GB-2006-10-01","2006-10-01","GB",-0.138913509928383
"GB-2007-01-01","2007-01-01","GB",-0.139385901432423
"GB-2007-04-01","2007-04-01","GB",-0.143606346502843
"GB-2007-07-01","2007-07-01","GB",-0.146924187476245
"GB-2007-10-01","2007-10-01","GB",-0.153936439992695
"GB-2008-01-01","2008-01-01","GB",-0.160910028492063
"GB-2008-04-01","2008-04-01","GB",-0.179539479535023
"GB-2008-07-01","2008-07-01","GB",-0.209059222896656
"GB-2008-10-01","2008-10-01","GB",-0.244390685232021
"GB-2009-01-01","2009-01-01","GB",-0.277190765988252
"GB-2009-04-01","2009-04-01","GB",-0.295520703414093
"GB-2009-07-01","2009-07-01","GB",-0.311431434575322
"GB-2009-10-01","2009-10-01","GB",-0.325791094973491
"GB-2010-01-01","2010-01-01","GB",-0.337536821719796
"GB-2010-04-01","2010-04-01","GB",-0.346409763562995
"GB-2010-07-01","2010-07-01","GB",-0.359394455489662
"GB-2010-10-01","2010-10-01","GB",-0.379111507810759
"GB-2011-01-01","2011-01-01","GB",-0.393944571507433
"GB-2011-04-01","2011-04-01","GB",-0.414818549997502
"GB-2011-07-01","2011-07-01","GB",-0.434351176274022
"GB-2011-10-01","2011-10-01","GB",-0.455883817658846
"GB-2012-01-01","2012-01-01","GB",-0.473618426674291
"GB-2012-04-01","2012-04-01","GB",-0.499314247250386
"GB-2012-07-01","2012-07-01","GB",-0.512893103518696
"GB-2012-10-01","2012-10-01","GB",-0.540841900885901
"GB-2013-01-01","2013-01-01","GB",-0.561569896404901
"GB-2013-04-01","2013-04-01","GB",-0.584113211960076
"GB-2013-07-01","2013-07-01","GB",-0.603316021033319
"GB-2013-10-01","2013-10-01","GB",-0.627353534598088
"GB-2014-01-01","2014-01-01","GB",-0.650823069676346
"GB-2014-04-01","2014-04-01","GB",-0.675016653189832
"GB-2014-07-01","2014-07-01","GB",-0.700679600767248
"GB-2014-10-01","2014-10-01","GB",-0.727168113043687
"GB-2015-01-01","2015-01-01","GB",-0.754622073953623
"GB-2015-04-01","2015-04-01","GB",-0.780845608865924
"GB-2015-07-01","2015-07-01","GB",-0.810483620803954
"GB-2015-10-01","2015-10-01","GB",-0.837541217547097
"GB-2016-01-01","2016-01-01","GB",-0.870932599051928
"GB-2016-04-01","2016-04-01","GB",-0.901213861920626
"GB-2016-07-01","2016-07-01","GB",-0.932781800904369
"GB-2016-10-01","2016-10-01","GB",-0.96283044763257
"GB-2017-01-01","2017-01-01","GB",-0.994029649761069
"GB-2017-04-01","2017-04-01","GB",-1.02885200578705
"GB-2017-07-01","2017-07-01","GB",-1.06313250936602
"GB-2017-10-01","2017-10-01","GB",-1.09713131153834
"GB-2018-01-01","2018-01-01","GB",-1.13481370801173
"GB-2018-04-01","2018-04-01","GB",-1.16796677277922
"GB-2018-07-01","2018-07-01","GB",-1.20036613220228
"GB-2018-10-01","2018-10-01","GB",-1.23590310814339
"GB-2019-01-01","2019-01-01","GB",-1.26890259600221
"GB-2019-04-01","2019-04-01","GB",-1.30984661723401
"GB-2019-07-01","2019-07-01","GB",-1.34563611694436
"HU-1999-01-01","1999-01-01","HU",1.01623421646226
"HU-1999-04-01","1999-04-01","HU",0.987976967986082
"HU-1999-07-01","1999-07-01","HU",0.967881054032578
"HU-1999-10-01","1999-10-01","HU",0.941745113358063
"HU-2000-01-01","2000-01-01","HU",0.913467903439386
"HU-2000-04-01","2000-04-01","HU",0.887228433095554
"HU-2000-07-01","2000-07-01","HU",0.858915694361936
"HU-2000-10-01","2000-10-01","HU",0.83948319550332
"HU-2001-01-01","2001-01-01","HU",0.813354317818995
"HU-2001-04-01","2001-04-01","HU",0.78758647002299
"HU-2001-07-01","2001-07-01","HU",0.762336277046298
"HU-2001-10-01","2001-10-01","HU",0.737761157760218
"HU-2002-01-01","2002-01-01","HU",0.727927575203644
"HU-2002-04-01","2002-04-01","HU",0.701651388908179
"HU-2002-07-01","2002-07-01","HU",0.681160376541939
"HU-2002-10-01","2002-10-01","HU",0.661729584040902
"HU-2003-01-01","2003-01-01","HU",0.641411691115238
"HU-2003-04-01","2003-04-01","HU",0.62560726003559
"HU-2003-07-01","2003-07-01","HU",0.610200268940602
"HU-2003-10-01","2003-10-01","HU",0.596455608974956
"HU-2004-01-01","2004-01-01","HU",0.585056066258836
"HU-2004-04-01","2004-04-01","HU",0.573055655202214
"HU-2004-07-01","2004-07-01","HU",0.56263804810979
"HU-2004-10-01","2004-10-01","HU",0.546732831767891
"HU-2005-01-01","2005-01-01","HU",0.538552513311853
"HU-2005-04-01","2005-04-01","HU",0.536809221413343
"HU-2005-07-01","2005-07-01","HU",0.527558764131744
"HU-2005-10-01","2005-10-01","HU",0.523595060315362
"HU-2006-01-01","2006-01-01","HU",0.518586351320234
"HU-2006-04-01","2006-04-01","HU",0.518740296781303
"HU-2006-07-01","2006-07-01","HU",0.513430388050967
"HU-2006-10-01","2006-10-01","HU",0.512025317105874
"HU-2007-01-01","2007-01-01","HU",0.490310668586208
"HU-2007-04-01","2007-04-01","HU",0.48139353080014
"HU-2007-07-01","2007-07-01","HU",0.480886642590001
"HU-2007-10-01","2007-10-01","HU",0.479986658672317
"HU-2008-01-01","2008-01-01","HU",0.485164401990009
"HU-2008-04-01","2008-04-01","HU",0.488555560228949
"HU-2008-07-01","2008-07-01","HU",0.486649967119686
"HU-2008-10-01","2008-10-01","HU",0.454781478280605
"HU-2009-01-01","2009-01-01","HU",0.414169257374233
"HU-2009-04-01","2009-04-01","HU",0.416729800410252
"HU-2009-07-01","2009-07-01","HU",0.422003822895309
"HU-2009-10-01","2009-10-01","HU",0.428582688639413
"HU-2010-01-01","2010-01-01","HU",0.435009239670247
"HU-2010-04-01","2010-04-01","HU",0.452195224992685
"HU-2010-07-01","2010-07-01","HU",0.469916732843707
"HU-2010-10-01","2010-10-01","HU",0.484130820725593
"HU-2011-01-01","2011-01-01","HU",0.506994171625177
"HU-2011-04-01","2011-04-01","HU",0.522659538769108
"HU-2011-07-01","2011-07-01","HU",0.54322980409874
"HU-2011-10-01","2011-10-01","HU",0.570604865041037
"HU-2012-01-01","2012-01-01","HU",0.570280756157295
"HU-2012-04-01","2012-04-01","HU",0.588591991674754
"HU-2012-07-01","2012-07-01","HU",0.615220945349765
"HU-2012-10-01","2012-10-01","HU",0.637261353192766
"HU-2013-01-01","2013-01-01","HU",0.668679736002925
"HU-2013-04-01","2013-04-01","HU",0.704415237352038
"HU-2013-07-01","2013-07-01","HU",0.745678950644663
"HU-2013-10-01","2013-10-01","HU",0.786239777437679
"HU-2014-01-01","2014-01-01","HU",0.825793536626819
"HU-2014-04-01","2014-04-01","HU",0.870749161344282
"HU-2014-07-01","2014-07-01","HU",0.91328574954915
"HU-2014-10-01","2014-10-01","HU",0.954614731242533
"HU-2015-01-01","2015-01-01","HU",1.00801091182535
"HU-2015-04-01","2015-04-01","HU",1.04763994000388
"HU-2015-07-01","2015-07-01","HU",1.0934220433959
"HU-2015-10-01","2015-10-01","HU",1.14333500275711
"HU-2016-01-01","2016-01-01","HU",1.17783756542495
"HU-2016-04-01","2016-04-01","HU",1.2333004010504
"HU-2016-07-01","2016-07-01","HU",1.28165754685167
"HU-2016-10-01","2016-10-01","HU",1.33369124618895
"HU-2017-01-01","2017-01-01","HU",1.39256348570395
"HU-2017-04-01","2017-04-01","HU",1.45034005059074
"HU-2017-07-01","2017-07-01","HU",1.5058109654392
"HU-2017-10-01","2017-10-01","HU",1.56719933036512
"HU-2018-01-01","2018-01-01","HU",1.62757305703022
"HU-2018-04-01","2018-04-01","HU",1.68678237753123
"HU-2018-07-01","2018-07-01","HU",1.75017087701531
"HU-2018-10-01","2018-10-01","HU",1.80996632849994
"HU-2019-01-01","2019-01-01","HU",1.87299200367176
"HU-2019-04-01","2019-04-01","HU",1.93358699215182
"HU-2019-07-01","2019-07-01","HU",1.9942077815514
"IL-1999-01-01","1999-01-01","IL",-2.09552188693177
"IL-1999-04-01","1999-04-01","IL",-2.00421288321244
"IL-1999-07-01","1999-07-01","IL",-1.95017644790919
"IL-1999-10-01","1999-10-01","IL",-1.88149715979733
"IL-2000-01-01","2000-01-01","IL",-1.81152352576853
"IL-2000-04-01","2000-04-01","IL",-1.73191047675354
"IL-2000-07-01","2000-07-01","IL",-1.65415869108742
"IL-2000-10-01","2000-10-01","IL",-1.60869993306792
"IL-2001-01-01","2001-01-01","IL",-1.57244419328787
"IL-2001-04-01","2001-04-01","IL",-1.5321976309505
"IL-2001-07-01","2001-07-01","IL",-1.49704837516954
"IL-2001-10-01","2001-10-01","IL",-1.4583796231254
"IL-2002-01-01","2002-01-01","IL",-1.40995756090245
"IL-2002-04-01","2002-04-01","IL",-1.3624383834631
"IL-2002-07-01","2002-07-01","IL",-1.3195758180054
"IL-2002-10-01","2002-10-01","IL",-1.28083781418785
"IL-2003-01-01","2003-01-01","IL",-1.23006085099332
"IL-2003-04-01","2003-04-01","IL",-1.19396918534954
"IL-2003-07-01","2003-07-01","IL",-1.14845550681468
"IL-2003-10-01","2003-10-01","IL",-1.10839412402587
"IL-2004-01-01","2004-01-01","IL",-1.04975024890052
"IL-2004-04-01","2004-04-01","IL",-1.00611961196418
"IL-2004-07-01","2004-07-01","IL",-0.960292990836997
"IL-2004-10-01","2004-10-01","IL",-0.916593540859802
