date,PAYEMS_19950106,PAYEMS_19950407,PAYEMS_19950707,PAYEMS_19951006,PAYEMS_19960119,PAYEMS_19960405,PAYEMS_19960705,PAYEMS_19961004,PAYEMS_19970110,PAYEMS_19970404,PAYEMS_19970703,PAYEMS_19971003,PAYEMS_19980109,PAYEMS_19980403,PAYEMS_19980702,PAYEMS_19981002,PAYEMS_19990108,PAYEMS_19990402,PAYEMS_19990702,PAYEMS_19991008,PAYEMS_20000107,PAYEMS_20000407,PAYEMS_20000707,PAYEMS_20001006,PAYEMS_20010105,PAYEMS_20010406,PAYEMS_20010706,PAYEMS_20011005,PAYEMS_20020104,PAYEMS_20020405,PAYEMS_20020705,PAYEMS_20021004,PAYEMS_20030110,PAYEMS_20030404,PAYEMS_20030703,PAYEMS_20031003,PAYEMS_20040109,PAYEMS_20040402,PAYEMS_20040702,PAYEMS_20041008,PAYEMS_20050107,PAYEMS_20050401,PAYEMS_20050708,PAYEMS_20051007,PAYEMS_20060106,PAYEMS_20060407,PAYEMS_20060707,PAYEMS_20061006,PAYEMS_20070105,PAYEMS_20070406,PAYEMS_20070706,PAYEMS_20071005,PAYEMS_20080104,PAYEMS_20080404,PAYEMS_20080703,PAYEMS_20081003,PAYEMS_20090109,PAYEMS_20090403,PAYEMS_20090702,PAYEMS_20091002,PAYEMS_20100108,PAYEMS_20100402,PAYEMS_20100702,PAYEMS_20101008,PAYEMS_20110107,PAYEMS_20110401,PAYEMS_20110708,PAYEMS_20111007,PAYEMS_20120106,PAYEMS_20120406,,EMPLOY12M7,EMPLOY12M10,EMPLOY13M1,EMPLOY13M4,EMPLOY13M7,EMPLOY13M10,EMPLOY14M1,EMPLOY14M4,EMPLOY14M7,EMPLOY14M10,EMPLOY15M1,EMPLOY15M4,EMPLOY15M7,EMPLOY15M10,EMPLOY16M1,EMPLOY16M4,EMPLOY16M7,EMPLOY16M10,EMPLOY17M1,EMPLOY17M4,EMPLOY17M7,EMPLOY17M10,EMPLOY18M1
1985:01:00,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.77412761,2.77412761,2.77412761,2.77412761,2.77412761,2.77412761,2.77412761,2.7763503,2.7763503,2.7763503,2.7763503,2.7763503,2.7763503,2.7763503,2.7763503,2.7763503,2.7763503,2.7763503,2.7763503,2.7763503,2.7763503,2.7763503,2.7763503,2.7763503
1985:02:00,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.891735974,2.891735974,2.891735974,2.891735974,2.891735974,2.891735974,2.891735974,2.896658417,2.896658417,2.896658417,2.896658417,2.896658417,2.896658417,2.896658417,2.896658417,2.896658417,2.896658417,2.896658417,2.896658417,2.896658417,2.896658417,2.896658417,2.896658417,2.896658417
1985:03:00,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.359580047,2.359580047,2.359580047,2.359580047,2.359580047,2.359580047,2.359580047,2.364544182,2.364544182,2.364544182,2.364544182,2.364544182,2.364544182,2.364544182,2.364544182,2.364544182,2.364544182,2.364544182,2.364544182,2.364544182,2.364544182,2.364544182,2.364544182,2.364544182
1985:04:00,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.382539826,2.382539826,2.382539826,2.382539826,2.382539826,2.382539826,2.382539826,2.381991995,2.381991995,2.381991995,2.381991995,2.381991995,2.381991995,2.381991995,2.381991995,2.381991995,2.381991995,2.381991995,2.381991995,2.381991995,2.381991995,2.381991995,2.381991995,2.381991995
1986:01:00,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.654381882,1.654381882,1.654381882,1.654381882,1.654381882,1.654381882,1.654381882,1.660775389,1.660775389,1.660775389,1.660775389,1.660775389,1.660775389,1.660775389,1.660775389,1.660775389,1.660775389,1.660775389,1.660775389,1.660775389,1.660775389,1.660775389,1.660775389,1.660775389
1986:02:00,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.368250257,1.368250257,1.368250257,1.368250257,1.368250257,1.368250257,1.368250257,1.370608744,1.370608744,1.370608744,1.370608744,1.370608744,1.370608744,1.370608744,1.370608744,1.370608744,1.370608744,1.370608744,1.370608744,1.370608744,1.370608744,1.370608744,1.370608744,1.370608744
1986:03:00,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.99,1.99,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.970075078,1.970075078,1.970075078,1.970075078,1.970075078,1.970075078,1.970075078,1.973611725,1.973611725,1.973611725,1.973611725,1.973611725,1.973611725,1.973611725,1.973611725,1.973611725,1.973611725,1.973611725,1.973611725,1.973611725,1.973611725,1.973611725,1.973611725,1.973611725
1986:04:00,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.59872204,2.59872204,2.59872204,2.59872204,2.59872204,2.59872204,2.59872204,2.599368541,2.599368541,2.599368541,2.599368541,2.599368541,2.599368541,2.599368541,2.599368541,2.599368541,2.599368541,2.599368541,2.599368541,2.599368541,2.599368541,2.599368541,2.599368541,2.599368541
1987:01:00,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.419759488,2.419759488,2.419759488,2.419759488,2.419759488,2.419759488,2.419759488,2.42578355,2.42578355,2.42578355,2.42578355,2.42578355,2.42578355,2.42578355,2.42578355,2.42578355,2.42578355,2.42578355,2.42578355,2.42578355,2.42578355,2.42578355,2.42578355,2.42578355
1987:02:00,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.130693241,3.130693241,3.130693241,3.130693241,3.130693241,3.130693241,3.130693241,3.128516685,3.128516685,3.128516685,3.128516685,3.128516685,3.128516685,3.128516685,3.128516685,3.128516685,3.128516685,3.128516685,3.128516685,3.128516685,3.128516685,3.128516685,3.128516685,3.128516685
1987:03:00,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.89,2.89,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.853357117,2.853357117,2.853357117,2.853357117,2.853357117,2.853357117,2.853357117,2.859109232,2.859109232,2.859109232,2.859109232,2.859109232,2.859109232,2.859109232,2.859109232,2.859109232,2.859109232,2.859109232,2.859109232,2.859109232,2.859109232,2.859109232,2.859109232,2.859109232
1987:04:00,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.77,3.77,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.723666401,3.723666401,3.723666401,3.723666401,3.723666401,3.723666401,3.723666401,3.723927878,3.723927878,3.723927878,3.723927878,3.723927878,3.723927878,3.723927878,3.723927878,3.723927878,3.723927878,3.723927878,3.723927878,3.723927878,3.723927878,3.723927878,3.723927878,3.723927878
1988:01:00,2.98,2.98,2.98,2.98,2.98,2.98,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.97,2.97,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.942425093,2.942425093,2.942425093,2.942425093,2.942425093,2.942425093,2.942425093,2.945449527,2.945449527,2.945449527,2.945449527,2.945449527,2.945449527,2.945449527,2.945449527,2.945449527,2.945449527,2.945449527,2.945449527,2.945449527,2.945449527,2.945449527,2.945449527,2.945449527
1988:02:00,3.32,3.32,3.32,3.32,3.32,3.32,3.25,3.25,3.25,3.25,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.27310456,3.27310456,3.27310456,3.27310456,3.27310456,3.27310456,3.27310456,3.27855442,3.27855442,3.27855442,3.27855442,3.27855442,3.27855442,3.27855442,3.27855442,3.27855442,3.27855442,3.27855442,3.27855442,3.27855442,3.27855442,3.27855442,3.27855442,3.27855442
1988:03:00,2.79,2.79,2.79,2.79,2.79,2.79,2.99,2.99,2.99,2.99,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.799453918,2.799453918,2.799453918,2.799453918,2.799453918,2.799453918,2.799453918,2.803658126,2.803658126,2.803658126,2.803658126,2.803658126,2.803658126,2.803658126,2.803658126,2.803658126,2.803658126,2.803658126,2.803658126,2.803658126,2.803658126,2.803658126,2.803658126,2.803658126
1988:04:00,3.11,3.11,3.11,3.11,3.11,3.11,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.244144246,3.244144246,3.244144246,3.244144246,3.244144246,3.244144246,3.244144246,3.245645733,3.245645733,3.245645733,3.245645733,3.245645733,3.245645733,3.245645733,3.245645733,3.245645733,3.245645733,3.245645733,3.245645733,3.245645733,3.245645733,3.245645733,3.245645733,3.245645733
1989:01:00,3.32,3.32,3.32,3.32,3.32,3.32,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.016628391,3.016628391,3.016628391,3.016628391,3.016628391,3.016628391,3.016628391,3.019371448,3.019371448,3.019371448,3.019371448,3.019371448,3.019371448,3.019371448,3.019371448,3.019371448,3.019371448,3.019371448,3.019371448,3.019371448,3.019371448,3.019371448,3.019371448,3.019371448
1989:02:00,1.81,1.81,1.81,1.81,1.81,1.81,1.94,1.94,1.94,1.94,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.880132999,1.880132999,1.880132999,1.880132999,1.880132999,1.880132999,1.880132999,1.880743542,1.880743542,1.880743542,1.880743542,1.880743542,1.880743542,1.880743542,1.880743542,1.880743542,1.880743542,1.880743542,1.880743542,1.880743542,1.880743542,1.880743542,1.880743542,1.880743542
1989:03:00,1.16,1.16,1.16,1.16,1.16,1.16,1.19,1.19,1.19,1.19,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.003618399,1.003618399,1.003618399,1.003618399,1.003618399,1.003618399,1.003618399,1.01073744,1.01073744,1.01073744,1.01073744,1.01073744,1.01073744,1.01073744,1.01073744,1.01073744,1.01073744,1.01073744,1.01073744,1.01073744,1.01073744,1.01073744,1.01073744,1.01073744
1989:04:00,1.72,1.72,1.72,1.72,1.72,1.72,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.882669207,1.882669207,1.882669207,1.882669207,1.882669207,1.882669207,1.882669207,1.888188423,1.888188423,1.888188423,1.888188423,1.888188423,1.888188423,1.888188423,1.888188423,1.888188423,1.888188423,1.888188423,1.888188423,1.888188423,1.888188423,1.888188423,1.888188423,1.888188423
1990:01:00,2.76,2.76,2.75,2.75,2.75,2.75,2.61,2.61,2.61,2.61,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.72,2.72,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.691127828,2.691127828,2.691127828,2.685016649,2.685016649,2.685016649,2.685016649,2.679113504,2.679113504,2.679113504,2.679113504,2.680327937,2.680327937,2.680327937,2.680327937,2.681542371,2.681542371,2.681542371,2.681542371,2.684008038,2.684008038,2.684008038,2.684008038,2.680327937
1990:02:00,1.72,1.72,1.74,1.74,1.74,1.74,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.357927593,1.357927593,1.357927593,1.370089064,1.370089064,1.370089064,1.370089064,1.373268871,1.373268871,1.373268871,1.373268871,1.37085203,1.37085203,1.37085203,1.37085203,1.368435204,1.368435204,1.368435204,1.368435204,1.365977591,1.365977591,1.365977591,1.365977591,1.375713985
1990:03:00,-0.52,-0.52,-0.53,-0.53,-0.53,-0.53,-0.51,-0.51,-0.51,-0.51,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53088829,-0.53088829,-0.53088829,-0.536929971,-0.536929971,-0.536929971,-0.536929971,-0.50759438,-0.50759438,-0.50759438,-0.50759438,-0.505191446,-0.505191446,-0.505191446,-0.505191446,-0.507633862,-0.507633862,-0.507633862,-0.507633862,-0.508836095,-0.508836095,-0.508836095,-0.508836095,-0.518518984
1990:04:00,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.67,-1.67,-1.67,-1.67,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.467019433,-1.467019433,-1.467019433,-1.468223702,-1.468223702,-1.468223702,-1.468223702,-1.494368805,-1.494368805,-1.494368805,-1.494368805,-1.495568057,-1.495568057,-1.495568057,-1.495568057,-1.491933936,-1.491933936,-1.491933936,-1.491933936,-1.495586197,-1.495586197,-1.495586197,-1.495586197,-1.473713009
1991:01:00,-2.06,-2.06,-2.08,-2.08,-2.08,-2.08,-2.16,-2.16,-2.16,-2.16,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-1.67,-1.67,-1.67,-1.67,-1.67,-1.67,-1.67,-1.67,-1.67,-1.67,-1.67,-1.67,-1.67,-1.67,-1.67,-1.67,-1.67,-1.67,-1.67,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-1.703171929,-1.703171929,-1.703171929,-1.709293862,-1.709293862,-1.709293862,-1.709293862,-1.697652474,-1.697652474,-1.697652474,-1.697652474,-1.696444206,-1.696444206,-1.696444206,-1.696444206,-1.696444206,-1.696444206,-1.696444206,-1.696444206,-1.686725372,-1.686725372,-1.686725372,-1.686725372,-1.7073711
1991:02:00,-1.5,-1.5,-1.46,-1.46,-1.46,-1.46,-1.34,-1.34,-1.34,-1.34,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.748452774,-1.748452774,-1.748452774,-1.739914108,-1.739914108,-1.739914108,-1.739914108,-1.723310125,-1.723310125,-1.723310125,-1.723310125,-1.724518312,-1.724518312,-1.724518312,-1.724518312,-1.724518312,-1.724518312,-1.724518312,-1.724518312,-1.728174194,-1.728174194,-1.728174194,-1.728174194,-1.719617295
1991:03:00,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.03572627,-0.03572627,-0.03572627,-0.029556286,-0.029556286,-0.029556286,-0.029556286,0.006167198,0.006167198,0.006167198,0.006167198,0.006167198,0.006167198,0.006167198,0.006167198,0.001218668,0.001218668,0.001218668,0.001218668,0,0,0,0,-0.007385729
1991:04:00,-0.11,-0.11,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.029559016,0.029559016,0.029559016,0.055422132,0.055422132,0.055422132,0.055422132,0.035673179,0.035673179,0.035673179,0.035673179,0.035673179,0.035673179,0.035673179,0.035673179,0.043096393,0.043096393,0.043096393,0.043096393,0.038184807,0.038184807,0.038184807,0.038184807,0.051701057
1992:01:00,-0.21,-0.21,-0.23,-0.23,-0.23,-0.23,-0.22,-0.22,-0.22,-0.22,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.071416696,0.071416696,0.071416696,0.084968829,0.084968829,0.084968829,0.084968829,0.098480213,0.098480213,0.098480213,0.098480213,0.098480213,0.098480213,0.098480213,0.098480213,0.096005613,0.096005613,0.096005613,0.096005613,0.09969936,0.09969936,0.09969936,0.09969936,0.08983744
